COD_ROD;KM_ini.1;KM_FIM;Dist;Geo2
SP 340;220,5;220,9;0,4;"{""type"":""MultiLineString"",""coordinates"":[[[-47.0516499,-21.9195779],[-47.0519309,-21.9181889],[-47.0518919,-21.9177599],[-47.0520749,-21.9167679],[-47.0522459,-21.9158311]]]}"
SP 340;220,9;221;0,1;"{""type"":""MultiLineString"",""coordinates"":[[[-47.0522459,-21.9158311],[-47.0524169,-21.9148943]]]}"
SP 340;221;221,1;0,1;"{""type"":""MultiLineString"",""coordinates"":[[[-47.0524169,-21.9148943],[-47.0525879,-21.9139579],[-47.052588,-21.9139576]]]}"
SP 340;221,1;223,8;2,7;"{""type"":""MultiLineString"",""coordinates"":[[[-47.052588,-21.9139576],[-47.0529309,-21.9120839],[-47.0532739,-21.9102109],[-47.0537859,-21.9074009],[-47.0539579,-21.9064619],[-47.0541299,-21.9055249],[-47.0543009,-21.9045889],[-47.0544729,-21.9036519],[-47.0554999,-21.8980329],[-47.0572139,-21.8886669]]]}"
SP 340;223,8;235,5;11,7;"{""type"":""MultiLineString"",""coordinates"":[[[-47.0572139,-21.8886669],[-47.0573579,-21.8878789],[-47.0599409,-21.8736939],[-47.0684009,-21.8272379],[-47.0683649,-21.8258339],[-47.0681189,-21.8247069],[-47.0600119,-21.8050909],[-47.0594089,-21.8029519],[-47.0591729,-21.8011239],[-47.0592909,-21.7987289],[-47.0595529,-21.7975569]]]}"
SP 340;235,5;236,6;1,1;"{""type"":""MultiLineString"",""coordinates"":[[[-47.0595529,-21.7975569],[-47.0597269,-21.7967759],[-47.0597469,-21.7966899],[-47.0601859,-21.7954939],[-47.0608639,-21.7941039],[-47.0614269,-21.7931129],[-47.0634079,-21.7896179],[-47.0634279,-21.7895759]]]}"
SP 340;236,6;237,02;0,42;"{""type"":""MultiLineString"",""coordinates"":[[[-47.0634279,-21.7895759],[-47.0637999,-21.7887779],[-47.0640949,-21.7876279],[-47.0640809,-21.7863239]]]}"
SP 340;237,02;238,3;1,28;"{""type"":""MultiLineString"",""coordinates"":[[[-47.0640809,-21.7863239],[-47.0638139,-21.7852289],[-47.0637719,-21.7851209],[-47.0630869,-21.7833349],[-47.0620859,-21.7791499],[-47.0615559,-21.7769379]]]}"
SP 340;238,3;238,75;0,45;"{""type"":""MultiLineString"",""coordinates"":[[[-47.0615559,-21.7769379],[-47.0610189,-21.7755409],[-47.0610049,-21.7754619],[-47.0609539,-21.7751889],[-47.0609489,-21.7745589],[-47.0610949,-21.7741069]]]}"
SP 340;238,75;239,01;0,26;"{""type"":""MultiLineString"",""coordinates"":[[[-47.0610949,-21.7741069],[-47.0614079,-21.7735299],[-47.0628059,-21.7723959]]]}"
SP 340;239,01;239,76;0,75;"{""type"":""MultiLineString"",""coordinates"":[[[-47.0628059,-21.7723959],[-47.0667429,-21.7694969],[-47.0672779,-21.7689579],[-47.0677789,-21.7684499],[-47.0682739,-21.7678279]]]}"
SP 340;239,76;241,5;1,74;"{""type"":""MultiLineString"",""coordinates"":[[[-47.0682739,-21.7678279],[-47.0687469,-21.7670599],[-47.0691979,-21.7661099],[-47.0694639,-21.7654289],[-47.0697489,-21.7640809],[-47.0713339,-21.7525069]]]}"
SP 340;241,5;253,9;12,4;"{""type"":""MultiLineString"",""coordinates"":[[[-47.0713339,-21.7525069],[-47.0735819,-21.7360799],[-47.0739539,-21.7343069],[-47.0742149,-21.7334049],[-47.0749189,-21.7315699],[-47.0852469,-21.7097899],[-47.0857009,-21.7080539],[-47.0858019,-21.7070589],[-47.0857429,-21.7056629],[-47.0854869,-21.7043909],[-47.0850309,-21.7031569],[-47.0846869,-21.7024659],[-47.0838349,-21.7012209],[-47.0536289,-21.6670859],[-47.0531299,-21.6664429],[-47.0524019,-21.6652439],[-47.0516949,-21.6634609],[-47.0513629,-21.6618949],[-47.0505019,-21.6567799],[-47.0500527,-21.6541078]]]}"
SP 340;253,9;254;0,1;"{""type"":""MultiLineString"",""coordinates"":[[[-47.0500527,-21.6541078],[-47.0499029,-21.6532169]]]}"
SP 340;254;254,1;0,1;"{""type"":""MultiLineString"",""coordinates"":[[[-47.0499029,-21.6532169],[-47.0497533,-21.6523259]]]}"
SP 340;254,1;255,3;1,2;"{""type"":""MultiLineString"",""coordinates"":[[[-47.0497533,-21.6523259],[-47.0496039,-21.6514359],[-47.0494549,-21.6505449],[-47.0493029,-21.6496539],[-47.0491539,-21.6487619],[-47.0487059,-21.6460899],[-47.0485549,-21.6451989],[-47.0481069,-21.6425269],[-47.0479549,-21.6416349]]]}"
SP 340;255,3;257,42;2,12;"{""type"":""MultiLineString"",""coordinates"":[[[-47.0479549,-21.6416349],[-47.0475079,-21.6389639],[-47.0447809,-21.6227509]]]}"
SP 340;257,42;258;0,58;"{""type"":""MultiLineString"",""coordinates"":[[[-47.0447809,-21.6227509],[-47.0438379,-21.6171419]]]}"
SP 340;258;262,86;4,86;"{""type"":""MultiLineString"",""coordinates"":[[[-47.0438379,-21.6171419],[-47.0385079,-21.5856429],[-47.0367319,-21.5751439],[-47.0366439,-21.5746179]]]}"
SP 340;262,86;268,95;6,09;"{""type"":""MultiLineString"",""coordinates"":[[[-47.0366439,-21.5746179],[-47.0295019,-21.5320179],[-47.0284009,-21.5254439],[-47.0278129,-21.5227139],[-47.0272389,-21.5210479],[-47.0267749,-21.5200429]]]}"
SP 340;268,95;272,61;3,66;"{""type"":""MultiLineString"",""coordinates"":[[[-47.0267749,-21.5200429],[-47.0262339,-21.5189879],[-47.0182809,-21.5034989],[-47.0135469,-21.4942739]]]}"
SP 340;272,61;278;5,39;"{""type"":""MultiLineString"",""coordinates"":[[[-47.0135469,-21.4942739],[-47.0124379,-21.4920939],[-47.0123989,-21.4919759],[-47.0122609,-21.4915569],[-47.0121829,-21.4904309],[-47.0123259,-21.4897299],[-47.0125539,-21.4892139],[-47.0174789,-21.4820189],[-47.0252659,-21.4706519],[-47.0256409,-21.4700809],[-47.0259759,-21.4692729],[-47.0260459,-21.4685539],[-47.0257109,-21.4667609],[-47.0233689,-21.4556759],[-47.0228229,-21.4530919],[-47.0224769,-21.4519889],[-47.0222269,-21.4514469]]]}"
SP 340;278;279,38;1,38;"{""type"":""MultiLineString"",""coordinates"":[[[-47.0222269,-21.4514469],[-47.0215199,-21.4502299],[-47.0205519,-21.4490369],[-47.0148589,-21.4429069],[-47.0107439,-21.4384759]]]}"
SP 340;279,38;280,6;1,22;"{""type"":""MultiLineString"",""coordinates"":[[[-47.0107439,-21.4384759],[-47.0100609,-21.4377399],[-47.0096529,-21.4373009],[-47.0044709,-21.4317639]]]}"
SP 340;280,6;281,2;0,6;"{""type"":""MultiLineString"",""coordinates"":[[[-47.0044709,-21.4317639],[-47.0018149,-21.4289299],[-46.9988619,-21.4256919]]]}"
SP 340;281,2;281,77;0,57;"{""type"":""MultiLineString"",""coordinates"":[[[-46.9988619,-21.4256919],[-46.9972839,-21.4239629]]]}"
SP 342;171,5;173,4;1,9;"{""type"":""MultiLineString"",""coordinates"":[[[-46.9589669,-22.3519109],[-46.9568309,-22.3504309],[-46.9551029,-22.3491629],[-46.9478479,-22.3438409],[-46.9447769,-22.3415699]]]}"
SP 342;173,4;176,6;3,2;"{""type"":""MultiLineString"",""coordinates"":[[[-46.9447769,-22.3415699],[-46.9359119,-22.3350099],[-46.9350649,-22.3343839],[-46.9340379,-22.3335309],[-46.9307139,-22.3296539],[-46.9253779,-22.3232039]]]}"
SP 342;176,6;177,95;1,35;"{""type"":""MultiLineString"",""coordinates"":[[[-46.9253779,-22.3232039],[-46.9206049,-22.3174289],[-46.9197829,-22.3164369],[-46.9191219,-22.3155769],[-46.9184159,-22.3144159]]]}"
SP 342;177,95;189,67;11,72;"{""type"":""MultiLineString"",""coordinates"":[[[-46.9184159,-22.3144159],[-46.9158229,-22.3098669],[-46.9100909,-22.2998069],[-46.9077829,-22.2944219],[-46.8906409,-22.2865359],[-46.8848639,-22.2716159],[-46.8841349,-22.2706299],[-46.8798199,-22.2683769],[-46.8784629,-22.2683739],[-46.8687209,-22.2688369],[-46.8602239,-22.2720099],[-46.8589949,-22.2723209],[-46.8495329,-22.2709829],[-46.8406929,-22.2693269],[-46.8301109,-22.2647209]]]}"
SP 342;189,67;190,9;1,23;"{""type"":""MultiLineString"",""coordinates"":[[[-46.8301109,-22.2647209],[-46.8218319,-22.2599339],[-46.8217019,-22.2598119],[-46.8210889,-22.2592259]]]}"
SP 342;190,9;191,7;0,8;"{""type"":""MultiLineString"",""coordinates"":[[[-46.8210889,-22.2592259],[-46.8192479,-22.2574699],[-46.8180239,-22.2563019],[-46.8161859,-22.2545459]]]}"
SP 342;191,7;191,9;0,2;"{""type"":""MultiLineString"",""coordinates"":[[[-46.8161859,-22.2545459],[-46.8149604,-22.2533759]]]}"
SP 342;191,9;192;0,1;"{""type"":""MultiLineString"",""coordinates"":[[[-46.8149604,-22.2533759],[-46.8143477,-22.2527909]]]}"
SP 342;192;192,1;0,1;"{""type"":""MultiLineString"",""coordinates"":[[[-46.8143477,-22.2527909],[-46.8137349,-22.2522059]]]}"
SP 342;192,1;192,6;0,5;"{""type"":""MultiLineString"",""coordinates"":[[[-46.8137349,-22.2522059],[-46.8131209,-22.2516219],[-46.8125079,-22.2510369],[-46.8106699,-22.2492819]]]}"
SP 342;192,6;199,79;7,19;"{""type"":""MultiLineString"",""coordinates"":[[[-46.8106699,-22.2492819],[-46.8094429,-22.2481109],[-46.8029249,-22.2418889],[-46.7983939,-22.2358819],[-46.7978059,-22.2347459],[-46.7929089,-22.2238519],[-46.7921629,-22.2228639],[-46.7869199,-22.2190069],[-46.7862649,-22.2180149],[-46.7842099,-22.2111789],[-46.7841419,-22.2111029],[-46.7833999,-22.2102939],[-46.7800669,-22.2084519],[-46.7791219,-22.2075879],[-46.7784349,-22.2065819],[-46.7780299,-22.2055559],[-46.7778469,-22.2044119],[-46.7777959,-22.2015949]]]}"
SP 342;199,79;200,5;0,71;"{""type"":""MultiLineString"",""coordinates"":[[[-46.7777959,-22.2015949],[-46.7777649,-22.2006829],[-46.7775059,-22.1995939],[-46.7770029,-22.1985709],[-46.7762479,-22.1976099],[-46.7696879,-22.1917419],[-46.7696599,-22.1917199],[-46.7688609,-22.1910889]]]}"
SP 342;200,5;201,329;0,829;"{""type"":""MultiLineString"",""coordinates"":[[[-46.7688609,-22.1910889],[-46.7693589,-22.1891669],[-46.7694319,-22.1888869],[-46.7693899,-22.1881889],[-46.7693589,-22.1876969],[-46.7693199,-22.1870589]]]}"
SP 342;201,329;202,7;1,371;"{""type"":""MultiLineString"",""coordinates"":[[[-46.7693199,-22.1870589],[-46.7691959,-22.1850059],[-46.7695419,-22.1828979],[-46.7723899,-22.1793859],[-46.7744419,-22.1748239]]]}"
SP 342;202,7;203,123;0,423;"{""type"":""MultiLineString"",""coordinates"":[[[-46.7744419,-22.1748239],[-46.7752609,-22.1730029],[-46.7760619,-22.1712229],[-46.7762759,-22.1710399]]]}"
SP 342;203,123;204,5;1,377;"{""type"":""MultiLineString"",""coordinates"":[[[-46.7762759,-22.1710399],[-46.7796669,-22.1681229],[-46.7822009,-22.1676629],[-46.7829829,-22.1675219],[-46.7854419,-22.1679949],[-46.7884119,-22.1667289],[-46.7886929,-22.1659589]]]}"
SP 342;204,5;208,38;3,88;"{""type"":""MultiLineString"",""coordinates"":[[[-46.7886929,-22.1659589],[-46.7892029,-22.1645669],[-46.7891099,-22.1620919],[-46.7889349,-22.1574399],[-46.7889239,-22.1571589],[-46.7894529,-22.1552039],[-46.7906969,-22.1506039],[-46.7923039,-22.1480779],[-46.7929179,-22.1471099],[-46.7939419,-22.1442749],[-46.7943279,-22.1432079],[-46.7956309,-22.1395959],[-46.7956409,-22.1395749],[-46.7969669,-22.1370459],[-46.7999329,-22.1327799],[-46.8015349,-22.1304749]]]}"
SP 342;208,38;211,1;2,72;"{""type"":""MultiLineString"",""coordinates"":[[[-46.8015349,-22.1304749],[-46.8040569,-22.1268459],[-46.8061579,-22.1232249],[-46.8109769,-22.1149199],[-46.8133719,-22.1108719]]]}"
SP 342;211,1;212,5;1,4;"{""type"":""MultiLineString"",""coordinates"":[[[-46.8133719,-22.1108719],[-46.8150859,-22.1079729],[-46.8180269,-22.1030019],[-46.8196249,-22.1008739]]]}"
SP 342;212,5;214,1;1,6;"{""type"":""MultiLineString"",""coordinates"":[[[-46.8196249,-22.1008739],[-46.8202669,-22.1000199],[-46.8207249,-22.0990009],[-46.8206999,-22.0979119],[-46.8171969,-22.0905609],[-46.8170049,-22.0893929],[-46.8171319,-22.0882459],[-46.8173959,-22.0875819]]]}"
SP 342;214,1;214,43;0,33;"{""type"":""MultiLineString"",""coordinates"":[[[-46.8173959,-22.0875819],[-46.8175309,-22.0872469],[-46.8188569,-22.0849649]]]}"
SP 342;214,43;215,451;1,021;"{""type"":""MultiLineString"",""coordinates"":[[[-46.8188569,-22.0849649],[-46.8197549,-22.0834179],[-46.8203279,-22.0811989],[-46.8204039,-22.0760759]]]}"
SP 342;215,451;216,931;1,48;"{""type"":""MultiLineString"",""coordinates"":[[[-46.8204039,-22.0760759],[-46.8204239,-22.0747319],[-46.8204719,-22.0714969],[-46.8203679,-22.0711379],[-46.8201659,-22.0704179],[-46.8181049,-22.0661609],[-46.8167859,-22.0634379]]]}"
SP 342;216,931;218,1;1,169;"{""type"":""MultiLineString"",""coordinates"":[[[-46.8167859,-22.0634379],[-46.8162979,-22.0624319],[-46.8123079,-22.0562699],[-46.8119059,-22.0551809],[-46.8118689,-22.0550019],[-46.8114949,-22.0530449]]]}"
SP 342;218,1;218,7;0,6;"{""type"":""MultiLineString"",""coordinates"":[[[-46.8114949,-22.0530449],[-46.8107239,-22.0490469],[-46.8103119,-22.0479959],[-46.8098109,-22.0473739]]]}"
SP 342;218,7;220;1,3;"{""type"":""MultiLineString"",""coordinates"":[[[-46.8098109,-22.0473739],[-46.8029759,-22.0388749],[-46.8020129,-22.0374689],[-46.8021629,-22.0368389]]]}"
SP 342;220;226;6;"{""type"":""MultiLineString"",""coordinates"":[[[-46.8021629,-22.0368389],[-46.8022239,-22.0365839],[-46.8013009,-22.0351739],[-46.7954109,-22.0307499],[-46.7925969,-22.0286349],[-46.7918389,-22.0278369],[-46.7914959,-22.0268029],[-46.7919859,-22.0232189],[-46.7920959,-22.0224109],[-46.7921179,-22.0222609],[-46.7927939,-22.0195489],[-46.7936179,-22.0185809],[-46.7940259,-22.0177239],[-46.7949019,-22.0158919],[-46.7949239,-22.0150559],[-46.7949779,-22.0131859],[-46.7940319,-22.0097409],[-46.7939049,-22.0089969],[-46.7940829,-22.0082509],[-46.7940879,-22.0082439],[-46.7945689,-22.0075669],[-46.7948649,-22.0068089],[-46.7947859,-22.0060419],[-46.7945489,-22.0052809],[-46.7932269,-22.0029079],[-46.7930269,-22.0025449],[-46.7928919,-22.0017669],[-46.7934009,-21.9997179],[-46.7935109,-21.9980439],[-46.7933709,-21.9975089],[-46.7932009,-21.9968629],[-46.7928609,-21.9955709],[-46.7924899,-21.9941599],[-46.7919239,-21.9923599],[-46.7918229,-21.9920379],[-46.7913159,-21.9897609]]]}"
SP 342;226;229,3;3,3;"{""type"":""MultiLineString"",""coordinates"":[[[-46.7913159,-21.9897609],[-46.7895819,-21.9867839],[-46.7890029,-21.9857899],[-46.7886589,-21.9851979],[-46.7882959,-21.9842549],[-46.7879759,-21.9837539],[-46.7867319,-21.9818119],[-46.7864189,-21.9813239],[-46.7860309,-21.9809609],[-46.7854739,-21.9807399],[-46.7849499,-21.9803599],[-46.7842099,-21.9798239],[-46.7839759,-21.9796859],[-46.7834609,-21.9793879],[-46.7832049,-21.9792399],[-46.7820259,-21.9783419],[-46.7819359,-21.9782749],[-46.7809709,-21.9777849],[-46.7806609,-21.9776259],[-46.7795269,-21.9772969],[-46.7787929,-21.9771669],[-46.7770759,-21.9771249],[-46.7754039,-21.9773179],[-46.7750179,-21.9773849],[-46.7738219,-21.9775949],[-46.7720269,-21.9779099],[-46.7691249,-21.9784179],[-46.7678219,-21.9783519],[-46.7677749,-21.9783519],[-46.7654419,-21.9778859],[-46.7642509,-21.9776469],[-46.7583519,-21.9764689],[-46.7583049,-21.9764539]]]}"
SP 342;229,3;230,49;1,19;"{""type"":""MultiLineString"",""coordinates"":[[[-46.7583049,-21.9764539],[-46.7446859,-21.9718819]]]}"
SP 342;230,49;232,85;2,36;"{""type"":""MultiLineString"",""coordinates"":[[[-46.7446859,-21.9718819],[-46.7434309,-21.9712089],[-46.7431349,-21.9710499],[-46.7422029,-21.9703339],[-46.7414099,-21.9695429],[-46.7396539,-21.9672929],[-46.7366679,-21.9619459],[-46.7352999,-21.9605779],[-46.7347849,-21.9602109]]]}"
SP 342;232,85;232,9;0,05;"{""type"":""MultiLineString"",""coordinates"":[[[-46.7347849,-21.9602109],[-46.7345119,-21.9600169]]]}"
SP 342;232,9;233,5;0,6;"{""type"":""MultiLineString"",""coordinates"":[[[-46.7345119,-21.9600169],[-46.7327669,-21.9587729],[-46.7322549,-21.9581719],[-46.7317259,-21.9572559]]]}"
SP 342;233,5;234,9;1,4;"{""type"":""MultiLineString"",""coordinates"":[[[-46.7317259,-21.9572559],[-46.7301279,-21.9544949],[-46.7293229,-21.9535859],[-46.7287489,-21.9531609],[-46.7278979,-21.9527219],[-46.7268549,-21.9524349],[-46.7252509,-21.9523279]]]}"
SP 342;234,9;235,05;0,15;"{""type"":""MultiLineString"",""coordinates"":[[[-46.7252509,-21.9523279],[-46.7246059,-21.9522859],[-46.7244399,-21.9522759],[-46.7242879,-21.9522349]]]}"
SP 342;235,05;235,78;0,73;"{""type"":""MultiLineString"",""coordinates"":[[[-46.7242879,-21.9522349],[-46.7239779,-21.9521519],[-46.7234919,-21.9519509],[-46.7229929,-21.9516059],[-46.7191859,-21.9476409]]]}"
SP 342;235,78;236,95;1,17;"{""type"":""MultiLineString"",""coordinates"":[[[-46.7191859,-21.9476409],[-46.7174009,-21.9457199],[-46.7164529,-21.9443859],[-46.7162639,-21.9426369],[-46.7152729,-21.9401559],[-46.7149839,-21.9391569],[-46.7150149,-21.9383579],[-46.7153629,-21.9370829],[-46.7153159,-21.9366479]]]}"
SP 342;236,95;237,7;0,75;"{""type"":""MultiLineString"",""coordinates"":[[[-46.7153159,-21.9366479],[-46.7151869,-21.9354129],[-46.7153329,-21.9353619],[-46.7154059,-21.9352239],[-46.7154029,-21.9352099],[-46.7150199,-21.9335159],[-46.7146909,-21.9330289],[-46.7144719,-21.9329289],[-46.7134919,-21.9328109],[-46.7126729,-21.9328219],[-46.7105909,-21.9333679]]]}"
SP 342;237,7;239;1,3;"{""type"":""MultiLineString"",""coordinates"":[[[-46.7105909,-21.9333679],[-46.7100079,-21.9335199],[-46.7091809,-21.9340659],[-46.7087779,-21.9345389],[-46.7072469,-21.9348159],[-46.7069689,-21.9349299],[-46.7065129,-21.9351129],[-46.7059749,-21.9355789],[-46.7053339,-21.9366029],[-46.7048719,-21.9369339],[-46.7044299,-21.9371069],[-46.7021649,-21.9376489],[-46.7015539,-21.9376599],[-46.7010139,-21.9374799],[-46.6997419,-21.9366849],[-46.6991029,-21.9364259],[-46.6982529,-21.9363569],[-46.6980499,-21.9363849]]]}"
SP 342;239;239,9;0,9;"{""type"":""MultiLineString"",""coordinates"":[[[-46.6980499,-21.9363849],[-46.6969299,-21.9365359],[-46.6964489,-21.9364399],[-46.6962009,-21.9362669],[-46.6960469,-21.9360289],[-46.6959589,-21.9358909],[-46.6958969,-21.9356139],[-46.6960489,-21.9339899],[-46.6962129,-21.9322369],[-46.6962599,-21.9317189],[-46.6962629,-21.9308919],[-46.6962701,-21.9293032]]]}"
SP 342;239,9;240;0,1;"{""type"":""MultiLineString"",""coordinates"":[[[-46.6962701,-21.9293032],[-46.6962746,-21.928321]]]}"
SP 342;240;240,1;0,1;"{""type"":""MultiLineString"",""coordinates"":[[[-46.6962746,-21.928321],[-46.6962791,-21.9273388]]]}"
SP 342;240,1;241,07;0,97;"{""type"":""MultiLineString"",""coordinates"":[[[-46.6962791,-21.9273388],[-46.6962859,-21.9258399],[-46.6963029,-21.9257119],[-46.6963499,-21.9253429],[-46.6964879,-21.9249489],[-46.6968739,-21.9245199],[-46.6969639,-21.9244539],[-46.6974899,-21.9240709],[-46.6976049,-21.9239869],[-46.6982419,-21.9233069],[-46.6983629,-21.9214479],[-46.6980929,-21.9208389],[-46.6978359,-21.9202619],[-46.6978329,-21.9201069],[-46.6978389,-21.9200439],[-46.6978509,-21.9199549],[-46.6982669,-21.9193119],[-46.6985789,-21.9188309],[-46.6985929,-21.9188069]]]}"
SP 342;241,07;242,1;1,03;"{""type"":""MultiLineString"",""coordinates"":[[[-46.6985929,-21.9188069],[-46.6988949,-21.9182019],[-46.6991729,-21.9167579],[-46.6992629,-21.9128279],[-46.6990609,-21.9119699],[-46.6985059,-21.9109089],[-46.6981319,-21.9105059]]]}"
SP 342;242,1;244,4;2,3;"{""type"":""MultiLineString"",""coordinates"":[[[-46.6981319,-21.9105059],[-46.6969969,-21.9092919],[-46.6967109,-21.9088709],[-46.6964769,-21.9081729],[-46.6964549,-21.9075299],[-46.6965949,-21.9068179],[-46.6969219,-21.9051629],[-46.6969269,-21.9050819],[-46.6969889,-21.9043259],[-46.6970569,-21.9034619],[-46.6968289,-21.9028229],[-46.6966739,-21.9003859],[-46.6968679,-21.8995119],[-46.6968789,-21.8994699],[-46.6968679,-21.8990099],[-46.6968649,-21.8989619],[-46.6966229,-21.8985649],[-46.6960319,-21.8976039],[-46.6957589,-21.8968259],[-46.6956859,-21.8960699],[-46.6957989,-21.8953439],[-46.6961589,-21.8945559],[-46.6966569,-21.8939409],[-46.6977439,-21.8925959]]]}"
SP 342;244,4;250,8;6,4;"{""type"":""MultiLineString"",""coordinates"":[[[-46.6977439,-21.8925959],[-46.6990549,-21.8909779],[-46.6994629,-21.8902559],[-46.6997529,-21.8894549],[-46.7003349,-21.8869389],[-46.7003659,-21.8864649],[-46.6994719,-21.8830669],[-46.6990939,-21.8822799],[-46.6987369,-21.8820309],[-46.6963899,-21.8808799],[-46.6961249,-21.8805339],[-46.6955009,-21.8767189],[-46.6960799,-21.8747689],[-46.6958799,-21.8742159],[-46.6955369,-21.8739369],[-46.6917939,-21.8724579],[-46.6911379,-21.8720189],[-46.6905759,-21.8713899],[-46.6899249,-21.8704449],[-46.6895959,-21.8698089],[-46.6894389,-21.8690709],[-46.6895169,-21.8681029],[-46.6900689,-21.8662779],[-46.6900429,-21.8657349],[-46.6891599,-21.8636089],[-46.6890779,-21.8630419],[-46.6895739,-21.8594309],[-46.6894549,-21.8587639],[-46.6890749,-21.8582809],[-46.6886529,-21.8580149],[-46.6865679,-21.8578519],[-46.6861229,-21.8576609],[-46.6856019,-21.8571709],[-46.6854059,-21.8567979],[-46.6852709,-21.8562419],[-46.6856839,-21.8528679],[-46.6856249,-21.8515519],[-46.6853719,-21.8503799],[-46.6850449,-21.8495399],[-46.6840739,-21.8476909]]]}"
SP 342;250,8;251,15;0,35;"{""type"":""MultiLineString"",""coordinates"":[[[-46.6840739,-21.8476909],[-46.6840269,-21.8475969],[-46.6836129,-21.8471659],[-46.6833289,-21.8469719],[-46.6829989,-21.8467469],[-46.6827319,-21.8465919],[-46.6820899,-21.8462259],[-46.6819609,-21.8461979],[-46.6815809,-21.8459379]]]}"
SP 344;200,1;201,2;1,1;"{""type"":""MultiLineString"",""coordinates"":[[[-47.0034669,-22.0990139],[-47.0032839,-22.0977529],[-47.0030019,-22.0968169],[-47.0026389,-22.0959899],[-47.0019469,-22.0949599],[-46.9993969,-22.0921819],[-46.9987779,-22.0915049],[-46.9981559,-22.0908269]]]}"
SP 344;201,2;203,9;2,7;"{""type"":""MultiLineString"",""coordinates"":[[[-46.9981559,-22.0908269],[-46.9813909,-22.0725479]]]}"
SP 344;203,9;204,34;0,44;"{""type"":""MultiLineString"",""coordinates"":[[[-46.9813909,-22.0725479],[-46.9813769,-22.0725309],[-46.9805659,-22.0717459],[-46.9797759,-22.0711269],[-46.9792239,-22.0708189],[-46.9780759,-22.0701759]]]}"
SP 344;204,34;206,4;2,06;"{""type"":""MultiLineString"",""coordinates"":[[[-46.9780759,-22.0701759],[-46.9772969,-22.0698629],[-46.9758249,-22.0694329],[-46.9745579,-22.0690609],[-46.9739019,-22.0688669],[-46.9720869,-22.0682449],[-46.9710849,-22.0677539],[-46.9657749,-22.0647779]]]}"
